FlowName,ProcessName,flow_uuid,process_uuid
"Transport, single unit truck, long-haul, electricity powered","Transport, single unit truck, long-haul, electricity powered, East North Central",,
"Transport, single unit truck, long-haul, electricity powered","Transport, single unit truck, long-haul, electricity powered, Hawaii",,
"Transport, single unit truck, long-haul, electricity powered","Transport, single unit truck, long-haul, electricity powered, Northeast",,
"Transport, single unit truck, long-haul, electricity powered","Transport, single unit truck, long-haul, electricity powered, Northwest",,
"Transport, single unit truck, long-haul, electricity powered","Transport, single unit truck, long-haul, electricity powered, South",,
"Transport, single unit truck, long-haul, electricity powered","Transport, single unit truck, long-haul, electricity powered, Southeast",,
"Transport, single unit truck, long-haul, electricity powered","Transport, single unit truck, long-haul, electricity powered, Southwest",,
"Transport, single unit truck, long-haul, electricity powered","Transport, single unit truck, long-haul, electricity powered, US",,
"Transport, single unit truck, long-haul, electricity powered","Transport, single unit truck, long-haul, electricity powered, West",,
"Transport, single unit truck, long-haul, electricity powered","Transport, single unit truck, long-haul, electricity powered, West North Central",,
"Transport, single unit truck, long-haul, gasoline powered","Transport, single unit truck, long-haul, gasoline powered, Alaska",9f52f8d9-5c7c-3d35-a912-376b70769a26,e418b402-e2ca-3987-a03c-752cb578aa4d
"Transport, single unit truck, long-haul, gasoline powered","Transport, single unit truck, long-haul, gasoline powered, Central",9f52f8d9-5c7c-3d35-a912-376b70769a26,88a9889c-1b38-3735-8598-409e9fe1f36e
"Transport, single unit truck, long-haul, gasoline powered","Transport, single unit truck, long-haul, gasoline powered, East North Central",9f52f8d9-5c7c-3d35-a912-376b70769a26,428e0fa8-88bc-3c04-b793-179db3a02f66
"Transport, single unit truck, long-haul, gasoline powered","Transport, single unit truck, long-haul, gasoline powered, Hawaii",9f52f8d9-5c7c-3d35-a912-376b70769a26,0e9b8277-83e7-3961-a7bb-ceda124189a9
"Transport, single unit truck, long-haul, gasoline powered","Transport, single unit truck, long-haul, gasoline powered, Northeast",9f52f8d9-5c7c-3d35-a912-376b70769a26,2f115eab-83cd-3f13-89bc-acd5c80f8642
"Transport, single unit truck, long-haul, gasoline powered","Transport, single unit truck, long-haul, gasoline powered, Northwest",9f52f8d9-5c7c-3d35-a912-376b70769a26,6d60445d-fe08-3328-9757-6c63f96bf05b
"Transport, single unit truck, long-haul, gasoline powered","Transport, single unit truck, long-haul, gasoline powered, South",9f52f8d9-5c7c-3d35-a912-376b70769a26,8a219bfb-4213-3254-9f85-dd32da77d5c3
"Transport, single unit truck, long-haul, gasoline powered","Transport, single unit truck, long-haul, gasoline powered, Southeast",9f52f8d9-5c7c-3d35-a912-376b70769a26,43ec3512-f8e1-3fba-84ea-5db46f154cd4
"Transport, single unit truck, long-haul, gasoline powered","Transport, single unit truck, long-haul, gasoline powered, Southwest",9f52f8d9-5c7c-3d35-a912-376b70769a26,49ecf1ea-a971-3332-9c6a-9f8d1153d62e
"Transport, single unit truck, long-haul, gasoline powered","Transport, single unit truck, long-haul, gasoline powered, US",9f52f8d9-5c7c-3d35-a912-376b70769a26,707525a6-c6e4-31e0-a728-5685f0133b9c
"Transport, single unit truck, long-haul, gasoline powered","Transport, single unit truck, long-haul, gasoline powered, West",9f52f8d9-5c7c-3d35-a912-376b70769a26,5faf03a2-ab55-3768-a625-4c2a246a9a4d
"Transport, single unit truck, long-haul, gasoline powered","Transport, single unit truck, long-haul, gasoline powered, West North Central",9f52f8d9-5c7c-3d35-a912-376b70769a26,e1d8cff3-c663-3050-898a-14d552e862f7
"Transport, single unit truck, short-haul, compressed natural gas powered","Transport, single unit truck, short-haul, compressed natural gas powered, Alaska",,
"Transport, single unit truck, short-haul, compressed natural gas powered","Transport, single unit truck, short-haul, compressed natural gas powered, Central",,
"Transport, single unit truck, short-haul, compressed natural gas powered","Transport, single unit truck, short-haul, compressed natural gas powered, East North Central",,
"Transport, single unit truck, short-haul, compressed natural gas powered","Transport, single unit truck, short-haul, compressed natural gas powered, Hawaii",,
"Transport, single unit truck, short-haul, compressed natural gas powered","Transport, single unit truck, short-haul, compressed natural gas powered, Northeast",,
"Transport, single unit truck, short-haul, compressed natural gas powered","Transport, single unit truck, short-haul, compressed natural gas powered, Northwest",,
"Transport, single unit truck, short-haul, compressed natural gas powered","Transport, single unit truck, short-haul, compressed natural gas powered, South",,
"Transport, single unit truck, short-haul, compressed natural gas powered","Transport, single unit truck, short-haul, compressed natural gas powered, Southeast",,
"Transport, single unit truck, short-haul, compressed natural gas powered","Transport, single unit truck, short-haul, compressed natural gas powered, Southwest",,
"Transport, single unit truck, short-haul, compressed natural gas powered","Transport, single unit truck, short-haul, compressed natural gas powered, US",,
"Transport, single unit truck, short-haul, compressed natural gas powered","Transport, single unit truck, short-haul, compressed natural gas powered, West",,
"Transport, single unit truck, short-haul, compressed natural gas powered","Transport, single unit truck, short-haul, compressed natural gas powered, West North Central",,
"Transport, single unit truck, short-haul, diesel powered","Transport, single unit truck, short-haul, diesel powered, Alaska",20567d69-c8ee-325c-a98c-43c35b8eb9f4,8e075e04-06b4-3bdd-ac09-4c53b6c7e50a
"Transport, single unit truck, short-haul, diesel powered","Transport, single unit truck, short-haul, diesel powered, Central",20567d69-c8ee-325c-a98c-43c35b8eb9f4,1cb962d8-c4ea-39cf-be3f-9062109feb1d
"Transport, single unit truck, short-haul, diesel powered","Transport, single unit truck, short-haul, diesel powered, East North Central",20567d69-c8ee-325c-a98c-43c35b8eb9f4,7e5c3461-8dcf-3ef1-b35c-514d31639f0e
"Transport, single unit truck, short-haul, diesel powered","Transport, single unit truck, short-haul, diesel powered, Hawaii",20567d69-c8ee-325c-a98c-43c35b8eb9f4,f012475f-903b-3e4e-9388-5200abdb7395
"Transport, single unit truck, short-haul, diesel powered","Transport, single unit truck, short-haul, diesel powered, Northeast",20567d69-c8ee-325c-a98c-43c35b8eb9f4,2962a2fb-4a99-3f77-b999-629bef8eb124
"Transport, single unit truck, short-haul, diesel powered","Transport, single unit truck, short-haul, diesel powered, Northwest",20567d69-c8ee-325c-a98c-43c35b8eb9f4,c365372e-b463-35b8-acee-d2ad71e2ccdd
"Transport, single unit truck, short-haul, diesel powered","Transport, single unit truck, short-haul, diesel powered, South",20567d69-c8ee-325c-a98c-43c35b8eb9f4,cdbace4b-f0cb-3bbf-99e6-b1291b558413
"Transport, single unit truck, short-haul, diesel powered","Transport, single unit truck, short-haul, diesel powered, Southeast",20567d69-c8ee-325c-a98c-43c35b8eb9f4,44757f0f-dde7-3b14-a8ac-a017ee01808e
"Transport, single unit truck, short-haul, diesel powered","Transport, single unit truck, short-haul, diesel powered, Southwest",20567d69-c8ee-325c-a98c-43c35b8eb9f4,16c70e02-29b3-3bec-9b39-b09415d02281
"Transport, single unit truck, short-haul, diesel powered","Transport, single unit truck, short-haul, diesel powered, US",20567d69-c8ee-325c-a98c-43c35b8eb9f4,711ab26a-94a2-33f9-89da-560c55808297
"Transport, single unit truck, short-haul, diesel powered","Transport, single unit truck, short-haul, diesel powered, West",20567d69-c8ee-325c-a98c-43c35b8eb9f4,e0009e43-946e-3bb6-90ea-4885d1206a9f
"Transport, single unit truck, short-haul, diesel powered","Transport, single unit truck, short-haul, diesel powered, West North Central",20567d69-c8ee-325c-a98c-43c35b8eb9f4,8c3b113e-9ed2-3a86-af12-130b79da4b9b
"Transport, single unit truck, short-haul, electricity powered","Transport, single unit truck, short-haul, electricity powered, Alaska",,
"Transport, single unit truck, short-haul, electricity powered","Transport, single unit truck, short-haul, electricity powered, Central",,
"Transport, single unit truck, short-haul, electricity powered","Transport, single unit truck, short-haul, electricity powered, East North Central",,
"Transport, single unit truck, short-haul, electricity powered","Transport, single unit truck, short-haul, electricity powered, Hawaii",,
"Transport, single unit truck, short-haul, electricity powered","Transport, single unit truck, short-haul, electricity powered, Northeast",,
"Transport, single unit truck, short-haul, electricity powered","Transport, single unit truck, short-haul, electricity powered, Northwest",,
"Transport, single unit truck, short-haul, electricity powered","Transport, single unit truck, short-haul, electricity powered, South",,
"Transport, single unit truck, short-haul, electricity powered","Transport, single unit truck, short-haul, electricity powered, Southeast",,
"Transport, single unit truck, short-haul, electricity powered","Transport, single unit truck, short-haul, electricity powered, Southwest",,
"Transport, single unit truck, short-haul, electricity powered","Transport, single unit truck, short-haul, electricity powered, US",,
"Transport, single unit truck, short-haul, electricity powered","Transport, single unit truck, short-haul, electricity powered, West",,
"Transport, single unit truck, short-haul, electricity powered","Transport, single unit truck, short-haul, electricity powered, West North Central",,
"Transport, single unit truck, short-haul, gasoline powered","Transport, single unit truck, short-haul, gasoline powered, Alaska",524fd4ed-beef-3c60-a17b-fa0ba1842eeb,0ee63a7f-7646-3daa-b359-4116bd9f2929
"Transport, single unit truck, short-haul, gasoline powered","Transport, single unit truck, short-haul, gasoline powered, Central",524fd4ed-beef-3c60-a17b-fa0ba1842eeb,d830df5e-0121-309e-a1dc-2e6c14e7fa91
"Transport, single unit truck, short-haul, gasoline powered","Transport, single unit truck, short-haul, gasoline powered, East North Central",524fd4ed-beef-3c60-a17b-fa0ba1842eeb,152b86c1-c318-3027-baf7-863ea194b59f
"Transport, single unit truck, short-haul, gasoline powered","Transport, single unit truck, short-haul, gasoline powered, Hawaii",524fd4ed-beef-3c60-a17b-fa0ba1842eeb,8b8d5f56-82c0-3254-a22a-a0e0df0090ba
"Transport, single unit truck, short-haul, gasoline powered","Transport, single unit truck, short-haul, gasoline powered, Northeast",524fd4ed-beef-3c60-a17b-fa0ba1842eeb,9a0c9355-de4f-324b-8c72-bd57a1944514
"Transport, single unit truck, short-haul, gasoline powered","Transport, single unit truck, short-haul, gasoline powered, Northwest",524fd4ed-beef-3c60-a17b-fa0ba1842eeb,f311e6ec-ec13-388f-ac9f-4ed0731725c8
"Transport, single unit truck, short-haul, gasoline powered","Transport, single unit truck, short-haul, gasoline powered, South",524fd4ed-beef-3c60-a17b-fa0ba1842eeb,b024a56f-30d2-32c7-9066-3260d390b442
"Transport, single unit truck, short-haul, gasoline powered","Transport, single unit truck, short-haul, gasoline powered, Southeast",524fd4ed-beef-3c60-a17b-fa0ba1842eeb,976227bd-5a7a-3e8e-9e67-7ce926b428a8
"Transport, single unit truck, short-haul, gasoline powered","Transport, single unit truck, short-haul, gasoline powered, Southwest",524fd4ed-beef-3c60-a17b-fa0ba1842eeb,17b1790d-9a4f-329c-8feb-20aad7a41bb3
"Transport, single unit truck, short-haul, gasoline powered","Transport, single unit truck, short-haul, gasoline powered, US",524fd4ed-beef-3c60-a17b-fa0ba1842eeb,ba328bfe-68dd-3d33-a95e-bdcd28252c39
"Transport, single unit truck, short-haul, gasoline powered","Transport, single unit truck, short-haul, gasoline powered, West",524fd4ed-beef-3c60-a17b-fa0ba1842eeb,91f05c7b-ade4-3b04-ad3c-4ecce11f3ff4
"Transport, single unit truck, short-haul, gasoline powered","Transport, single unit truck, short-haul, gasoline powered, West North Central",524fd4ed-beef-3c60-a17b-fa0ba1842eeb,1b8aeea1-53ae-3834-8162-4dd62dd2eefc
